# STITCH 1	STITCH 2	Polypharmacy Side Effect	Side Effect Name
CID000003446	CID000028112	C0038663	attempted suicide
CID000003446	CID000028112	C0003862	Aching joints
CID000003446	CID000028112	C0041912	Infection Upper Respiratory
CID000003446	CID000028112	C0018524	Hallucination
CID000003446	CID000028112	C0003864	arthritis
CID000003446	CID000028112	C0018520	bad breath
CID000003446	CID000028112	C0020649	arterial pressure NOS decreased
CID000003446	CID000028112	C0018681	Head ache
CID000003446	CID000028112	C0009376	colonic polyp
CID000003446	CID000028112	C0006325	bruxism
CID000002162	CID000003386	C0008325	cholecystitis
CID000002162	CID000003386	C0004604	Back Ache
CID000002162	CID000003386	C0012569	Diplopia
CID000002162	CID000003386	C0027404	narcolepsy
CID000002162	CID000003386	C0267596	haemorrhage rectum
CID000002162	CID000003386	C1510472	Drug addiction
CID000002162	CID000003386	C0027051	heart attack
CID000002162	CID000003386	C0042029	Infection Urinary Tract
CID000002162	CID000003386	C0151786	muscle weakness
CID000002162	CID000003386	C0020538	High blood pressure
CID000002162	CID000003386	C0011882	Diabetic neuropathy
CID000002162	CID000003386	C0000737	abdominal pain
CID000002162	CID000003386	C0001948	alcohol consumption
CID000002162	CID000003386	C0022346	icterus
CID000002162	CID000003386	C0008031	chest pain
CID000002162	CID000003386	C0008033	pleural pain
CID000002162	CID000003386	C0017168	acid reflux
CID000002162	CID000003386	C0080274	bladder retention
CID000002162	CID000003386	C0030193	Pain
CID000002162	CID000003386	C0030196	Extremity pain
CID000002162	CID000003386	C0027497	nausea
CID000002162	CID000003386	C0035078	kidney failure
CID000002162	CID000003386	C0009763	conjunctivitis
CID000002162	CID000003386	C0398353	Hypoventilation
CID000002162	CID000003386	C0020621	hypokalaemia
CID000002162	CID000003386	C0149871	deep vein thromboses
CID000002162	CID000003386	C0038454	apoplexy
CID000002162	CID000003386	C0015256	Excoriation
CID000002162	CID000003386	C0032285	neumonia
CID000002162	CID000003386	C0037199	Sinusitis
CID000002162	CID000003386	C0344232	blurred vision
CID000002162	CID000003386	C0085593	chill
CID000002162	CID000003386	C0037299	cutaneous ulcer
CID000002162	CID000003386	C0006118	brain neoplasm
CID000002162	CID000003386	C0013604	edema
CID000002162	CID000003386	C0012833	dizziness
CID000002162	CID000003386	C0007787	transient ischaemic attack
CID000002162	CID000003386	C0015672	Fatigue
CID000002162	CID000003386	C0004153	Atherosclerosis
CID000002162	CID000003386	C0004093	asthenia
CID000002162	CID000003386	C0011991	diarrhea
CID000002162	CID000003386	C0011849	Diabetes
CID000002162	CID000003386	C0006277	bronchitis
CID000002162	CID000003386	C0037763	muscle spasm
CID000002162	CID000003386	C0151744	Cardiac ischemia
CID000002162	CID000003386	C0020443	elevated cholesterol
CID000002162	CID000003386	C0026848	muscle disorder
CID000002162	CID000003386	C0019079	coughing blood
CID000002162	CID000003386	C0043246	laceration
CID000002162	CID000003386	C0024117	chronic obstructive airway disease
CID000002162	CID000003386	C0031117	neuropathy peripheral
CID000002162	CID000003386	C0008301	choking
CID000002162	CID000003386	C0043096	loss of weight
CID000002162	CID000003386	C0027441	nasopharyngitis
CID000002162	CID000003386	C0007642	cellulitis
CID000002162	CID000003386	C0009806	constipated
CID000002162	CID000003386	C0162316	iron deficiency anaemia
CID000002162	CID000003386	C0033581	prostatitis
CID000002162	CID000003386	C0018965	blood in urine
CID000002162	CID000003386	C0038436	post traumatic stress disorder
CID000002162	CID000003386	C0575081	Abnormal Gait
CID000002162	CID000003386	C0023890	cirrhosis
CID000002162	CID000003386	C0019270	hernia
CID000002162	CID000003386	C0009938	bruise
CID000002162	CID000003386	C0232492	abdominal pain upper
CID000002162	CID000003386	C0013395	dyspepsia
CID000002162	CID000003386	C0022116	ischaemia
CID000002162	CID000003386	C0085649	edema extremities
CID000002162	CID000003386	C0010054	arteriosclerotic heart disease
CID000002162	CID000003386	C0028754	obesity
CID000002162	CID000003386	C0575090	balance disorder
CID000002162	CID000003386	C0011206	acute brain syndrome
CID000002162	CID000003386	C0263912	rotator cuff syndrome
CID000002162	CID000003386	C0013144	drowsiness
CID000002162	CID000003386	C0013362	dysarthria
CID000002162	CID000003386	C1442903	bone spur
CID000002162	CID000003386	C0002622	Amnesia
CID000002162	CID000003386	C0014591	epistaxis
CID000002162	CID000003386	C0037315	sleep apnea
CID000002162	CID000003386	C1527344	dysphonia
CID000002162	CID000003386	C0022603	seborrhoeic keratosis
CID000002162	CID000003386	C0018021	goiter
CID000002162	CID000003386	C0013404	Difficulty breathing
CID000002162	CID000003386	C0011860	Mod
CID000002162	CID000003386	C0008350	cholelithiasis
CID000002162	CID000003386	C0002962	angina
CID000002162	CID000003386	C0029408	Osteoarthritis
CID000002162	CID000003386	C0007286	carpal tunnel
CID000002162	CID000003386	C0042963	emesis
CID000002162	CID000003386	C0003467	Anxiety
CID000002162	CID000003386	C0041657	loss of consciousness
CID000002162	CID000003386	C0003862	Aching joints
CID000002162	CID000003386	C0018524	Hallucination
CID000002162	CID000003386	C0020649	arterial pressure NOS decreased
CID000002162	CID000003386	C0220981	metabolic acidosis
CID000002162	CID000003386	C0006325	bruxism
CID000004259	CID000119607	C0017152	gastric inflammation
CID000004259	CID000119607	C0041834	erythema
CID000004259	CID000119607	C0231807	Dyspnea exertional
CID000004259	CID000119607	C0004604	Back Ache
CID000004259	CID000119607	C0267596	haemorrhage rectum
CID000004259	CID000119607	C0151636	Extrasystoles Ventricular
CID000004259	CID000119607	C0027404	narcolepsy
CID000004259	CID000119607	C0001418	adenocarcinoma
CID000004259	CID000119607	C0013182	Drug hypersensitivity
CID000004259	CID000119607	C0018926	haematemesis
CID000004259	CID000119607	C0014869	reflux esophagitis
CID000004259	CID000119607	C0009676	confusion
CID000004259	CID000119607	C0042029	Infection Urinary Tract
CID000004259	CID000119607	C0027962	melanocytic naevus
CID000004259	CID000119607	C0042025	Stress incontinence
CID000004259	CID000119607	C0020538	High blood pressure
CID000004259	CID000119607	C0678222	Breast cancer
CID000004259	CID000119607	C0033774	itch
CID000004259	CID000119607	C1510475	diverticulosis
CID000004259	CID000119607	C0042109	hive
CID000004259	CID000119607	C0000737	abdominal pain
CID000004259	CID000119607	C0041909	upper gastrointestinal bleeding
CID000004259	CID000119607	C0002871	anaemia
CID000004259	CID000119607	C0018188	granuloma
CID000004259	CID000119607	C0851578	sleep disorder
CID000004259	CID000119607	C0017168	acid reflux
CID000004259	CID000119607	C0043117	idiopathic thrombocytopenic purpura
CID000004259	CID000119607	C0497156	Adenopathy
CID000004259	CID000119607	C0025874	Breakthrough bleeding
CID000004259	CID000119607	C0027497	nausea
CID000004259	CID000119607	C0002170	alopecia
CID000004259	CID000119607	C0018500	hair disease
CID000004259	CID000119607	C0428977	bradycardia
CID000004259	CID000119607	C0206062	ild
CID000004259	CID000119607	C0030554	Paraesthesia
CID000004259	CID000119607	C0262627	Seroma
CID000004259	CID000119607	C0016382	facial flushing
CID000004259	CID000119607	C0006444	bursitis
CID000004259	CID000119607	C0029927	Ovarian Cyst
CID000004259	CID000119607	C0750426	increased white blood cell count
CID000004259	CID000119607	C0032285	neumonia
CID000004259	CID000119607	C0027709	nephrocalcinosis
CID000004259	CID000119607	C0158328	trigger finger
CID000004259	CID000119607	C0085610	sinus bradycardia
CID000004259	CID000119607	C0027707	Interstitial nephritis
CID000004259	CID000119607	C0016204	flatulence
CID000004259	CID000119607	C0020517	allergies
CID000004259	CID000119607	C0020458	hyperhidrosis
CID000004259	CID000119607	C0027339	Nail disorder
CID000004259	CID000119607	C0012833	dizziness
CID000004259	CID000119607	C0151436	allergic vasculitis
CID000004259	CID000119607	C0023798	lipoma
CID000004259	CID000119607	C0042571	spinning sensation
CID000004259	CID000119607	C0011991	diarrhea
CID000004259	CID000119607	C0037284	skin lesion
CID000004259	CID000119607	C0011849	Diabetes
CID000004259	CID000119607	C0006277	bronchitis
CID000004259	CID000119607	C0006849	candidiasis of mouth
CID000004259	CID000119607	C0034067	emphysema
CID000004259	CID000119607	C0017181	gastrointestinal bleed
CID000004259	CID000119607	C0034063	lung edema
CID000004259	CID000119607	C0006840	Candida Infection
CID000004259	CID000119607	C0041582	ulcer
CID000004259	CID000119607	C0020443	elevated cholesterol
CID000004259	CID000119607	C0019079	coughing blood
CID000004259	CID000119607	C0033036	atrial ectopic beats
CID000004259	CID000119607	C0002792	anaphylactic reaction
CID000004259	CID000119607	C0023646	lichen planus
CID000004259	CID000119607	C0022408	arthropathy
CID000004259	CID000119607	C0024115	Disorder Lung
CID000004259	CID000119607	C0024117	chronic obstructive airway disease
CID000004259	CID000119607	C0022679	renal cyst
CID000004259	CID000119607	C0031117	neuropathy peripheral
CID000004259	CID000119607	C0010692	Bladder inflammation
CID000004259	CID000119607	C0231218	Feeling unwell
CID000004259	CID000119607	C0037763	muscle spasm
CID000004259	CID000119607	C0043096	loss of weight
CID000004259	CID000119607	C0043094	weight gain
CID000004259	CID000119607	C0015230	eruption
CID000004259	CID000119607	C0009806	constipated
CID000004259	CID000119607	C0022104	Colon Spastic
CID000004259	CID000119607	C0018965	blood in urine
CID000004259	CID000119607	C0018800	cardiac enlargement
CID000004259	CID000119607	C0018801	cardiac failure
CID000004259	CID000119607	C0027769	nervous tension
CID000004259	CID000119607	C0020473	hyperlipaemia
CID000004259	CID000119607	C0022572	keratoacanthomas
CID000004259	CID000119607	C0022661	Chronic Kidney Disease
CID000004259	CID000119607	C0009938	bruise
CID000004259	CID000119607	C0021400	flu
CID000004259	CID000119607	C0018790	asystole
CID000004259	CID000119607	C0020676	hypothyroid
CID000004259	CID000119607	C0232492	abdominal pain upper
CID000004259	CID000119607	C0015423	eyelid diseases
CID000004259	CID000119607	C0039231	heart rate increased
CID000004259	CID000119607	C0151766	Abnormal LFTs
CID000004259	CID000119607	C0013395	dyspepsia
CID000004259	CID000119607	C0085649	edema extremities
CID000004259	CID000119607	C0010054	arteriosclerotic heart disease
CID000004259	CID000119607	C0024121	lung neoplasms
CID000004259	CID000119607	C1510472	Drug addiction
CID000004259	CID000119607	C0038358	gastric ulcer
CID000004259	CID000119607	C0043352	aptyalism
CID000004259	CID000119607	C0151744	Cardiac ischemia
CID000004259	CID000119607	C0011168	deglutition disorder
CID000004259	CID000119607	C0149931	migraine
CID000004259	CID000119607	C0036396	ischias
CID000004259	CID000119607	C0836924	increased platelet count
CID000004259	CID000119607	C0026946	fungal disease
CID000004259	CID000119607	C0021311	infection
CID000004259	CID000119607	C0345996	milia
CID000004259	CID000119607	C0018944	haematoma
CID000004259	CID000119607	C0002622	Amnesia
CID000004259	CID000119607	C0040034	thrombocytopenia
CID000004259	CID000119607	C0003862	Aching joints
CID000004259	CID000119607	C0019080	Bleeding
CID000004259	CID000119607	C0027947	Neutropenia
CID000004259	CID000119607	C0000731	abdominal distension
CID000004259	CID000119607	C0022603	seborrhoeic keratosis
CID000004259	CID000119607	C0022602	actinic keratosis
CID000004259	CID000119607	C0008031	chest pain
CID000004259	CID000119607	C0242184	hypoxia
CID000004259	CID000119607	C0013404	Difficulty breathing
CID000004259	CID000119607	C0003850	arteriosclerosis
CID000004259	CID000119607	C0008350	cholelithiasis
CID000004259	CID000119607	C0002962	angina
CID000004259	CID000119607	C1384666	Decreased hearing
CID000004259	CID000119607	C0007282	carotid artery stenosis
CID000004259	CID000119607	C0018932	haematochezia
CID000004259	CID000119607	C0015695	fatty liver
CID000004259	CID000119607	C0010709	cyst
CID000004259	CID000119607	C0442874	neuropathy
CID000004259	CID000119607	C0231528	aching muscles
CID000004259	CID000119607	C0398353	Hypoventilation
CID000004259	CID000119607	C0041657	loss of consciousness
CID000004259	CID000119607	C0236048	gastric polyps
CID000004259	CID000119607	C0023518	leucocytosis
CID000004259	CID000119607	C0497247	arterial pressure NOS increased
CID000004259	CID000119607	C0003864	arthritis
CID000004259	CID000119607	C0025222	black stools
CID000004259	CID000119607	C0870082	hyperkeratosis
CID000004259	CID000119607	C0009376	colonic polyp
CID000004259	CID000119607	C0018681	Head ache
CID000004192	CID000087177	C0007642	cellulitis
CID000004192	CID000087177	C0018944	haematoma
CID000004192	CID000087177	C0032285	neumonia
CID000004192	CID000087177	C0085649	edema extremities
CID000004192	CID000087177	C0006118	brain neoplasm
CID000004192	CID000087177	C0013604	edema
CID000004192	CID000087177	C0600327	toxic shock
CID000004192	CID000087177	C0020615	hypoglycaemia
CID000004192	CID000087177	C0002871	anaemia
CID000004192	CID000087177	C0750426	increased white blood cell count
CID000004192	CID000087177	C0243026	sepsis
CID000004192	CID000087177	C0085605	Hepatic failure
CID000004192	CID000087177	C0036572	convulsion
CID000004192	CID000087177	C0005687	distended bladder
CID000004192	CID000087177	C0017181	gastrointestinal bleed
CID000004192	CID000087177	C0034065	Embolism pulmonary
CID000004192	CID000087177	C0043246	laceration
CID000004192	CID000087177	C0012691	dislocation
CID000004192	CID000087177	C0003962	ascites
CID000004192	CID000087177	C0004238	AFIB
CID000004192	CID000087177	C0032227	Pleural Effusion
CID000004192	CID000087177	C0025222	black stools
CID000004192	CID000087177	C0041657	loss of consciousness
CID000004192	CID000087177	C0020488	hypernatraemia
CID000003957	CID000004509	C0017152	gastric inflammation
CID000003957	CID000004509	C0004604	Back Ache
CID000003957	CID000004509	C0001418	adenocarcinoma
CID000003957	CID000004509	C0014868	esophagitis
CID000003957	CID000004509	C0042029	Infection Urinary Tract
CID000003957	CID000004509	C0678222	Breast cancer
CID000003957	CID000004509	C0024121	lung neoplasms
CID000003957	CID000004509	C0043352	aptyalism
CID000003957	CID000004509	C0002871	anaemia
CID000003957	CID000004509	C0011649	dermoid cyst
CID000003957	CID000004509	C0851578	sleep disorder
CID000003957	CID000004509	C0435630	wrist fracture
CID000003957	CID000004509	C0017565	Bleeding gums
CID000003957	CID000004509	C0027719	nephrosclerosis
CID000003957	CID000004509	C0039070	Fainting
CID000003957	CID000004509	C0035078	kidney failure
CID000003957	CID000004509	C0034735	Raynauds phenomenon
CID000003957	CID000004509	C0032300	lobar pneumonia
CID000003957	CID000004509	C0022658	disorder Renal
CID000003957	CID000004509	C0020621	hypokalaemia
CID000003957	CID000004509	C0038454	apoplexy
CID000003957	CID000004509	C0032285	neumonia
CID000003957	CID000004509	C0007859	cervicalgia
CID000003957	CID000004509	C0011334	dental caries
CID000003957	CID000004509	C0020456	hyperglycaemia
CID000003957	CID000004509	C0497247	arterial pressure NOS increased
CID000003957	CID000004509	C0015672	Fatigue
CID000003957	CID000004509	C0013221	drug toxicity NOS
CID000003957	CID000004509	C0004093	asthenia
CID000003957	CID000004509	C0004096	asthma
CID000003957	CID000004509	C0006277	bronchitis
CID000003957	CID000004509	C0034065	Embolism pulmonary
CID000003957	CID000004509	C0029443	osteomyelitis
CID000003957	CID000004509	C0038379	Strabismus
CID000003957	CID000004509	C0085580	essential hypertension
CID000003957	CID000004509	C0020443	elevated cholesterol
CID000003957	CID000004509	C0019360	herpes zoster
CID000003957	CID000004509	C0022408	arthropathy
CID000003957	CID000004509	C0019163	hepatitis B
CID000003957	CID000004509	C0024115	Disorder Lung
CID000003957	CID000004509	C0004623	Bacterial infection
CID000003957	CID000004509	C0010692	Bladder inflammation
CID000003957	CID000004509	C0016169	fistula
CID000003957	CID000004509	C0043096	loss of weight
CID000003957	CID000004509	C0043094	weight gain
CID000003957	CID000004509	C0009806	constipated
CID000003957	CID000004509	C0030554	Paraesthesia
CID000003957	CID000004509	C0018808	cardiac murmur
CID000003957	CID000004509	C0398353	Hypoventilation
CID000003957	CID000004509	C0036421	Scleroderma
CID000003957	CID000004509	C0039685	tetralogy of Fallot
CID000003957	CID000004509	C0018801	cardiac failure
CID000003957	CID000004509	C0018802	Cardiac decompensation
CID000003957	CID000004509	C0023890	cirrhosis
CID000003957	CID000004509	C0012813	diverticulitis
CID000003957	CID000004509	C0022661	Chronic Kidney Disease
CID000003957	CID000004509	C0009938	bruise
CID000003957	CID000004509	C0021400	flu
CID000003957	CID000004509	C0018799	cardiac disease
CID000003957	CID000004509	C0039231	heart rate increased
CID000003957	CID000004509	C0018818	ventricular septal defect
CID000003957	CID000004509	C0034186	pyelonephritis
CID000003957	CID000004509	C0020461	Excess potassium
CID000003957	CID000004509	C0018817	atrial septal defect
CID000003957	CID000004509	C0011168	deglutition disorder
CID000003957	CID000004509	C0152021	congenital heart disease
CID000003957	CID000004509	C0013144	drowsiness
CID000003957	CID000004509	C0013362	dysarthria
CID000003957	CID000004509	C0031099	periodontitis
CID000003957	CID000004509	C0001339	acute pancreatitis
CID000003957	CID000004509	C1442903	bone spur
CID000003957	CID000004509	C0031090	periodontal disease
CID000003957	CID000004509	C0497327	amentia
CID000003957	CID000004509	C0033687	proteinuria
CID000003957	CID000004509	C0264906	atrioventricular block second degree
CID000003957	CID000004509	C0019080	Bleeding
CID000003957	CID000004509	C0520474	aseptic necrosis bone
CID000003957	CID000004509	C0011175	dehydration
CID000003957	CID000004509	C0042769	Infection Viral
CID000003957	CID000004509	C0000737	abdominal pain
CID000003957	CID000004509	C0242184	hypoxia
CID000003957	CID000004509	C0011860	Mod
CID000003957	CID000004509	C0750426	increased white blood cell count
CID000003957	CID000004509	C0036439	Scoliosis
CID000003957	CID000004509	C0003467	Anxiety
CID000003957	CID000004509	C0017168	acid reflux
CID000003957	CID000004509	C0442874	neuropathy
CID000003957	CID000004509	C0000833	abscess
CID000003957	CID000004509	C0041657	loss of consciousness
CID000003957	CID000004509	C0018524	Hallucination
CID000004595	CID000104865	C0013221	drug toxicity NOS
CID000004595	CID000104865	C0041834	erythema
CID000004595	CID000104865	C0038454	apoplexy
CID000004595	CID000104865	C0009806	constipated
CID000004595	CID000104865	C0005779	Clotting
CID000004595	CID000104865	C0032285	neumonia
CID000004595	CID000104865	C0595939	still birth
CID000004595	CID000104865	C0038002	enlarged spleen
CID000004595	CID000104865	C0043094	weight gain
CID000004595	CID000104865	C0016204	flatulence
CID000004595	CID000104865	C0014868	esophagitis
CID000004595	CID000104865	C0040034	thrombocytopenia
CID000004595	CID000104865	C0019158	hepatitis
CID000004595	CID000104865	C0042029	Infection Urinary Tract
CID000004595	CID000104865	C0020456	hyperglycaemia
CID000004595	CID000104865	C0027947	Neutropenia
CID000004595	CID000104865	C0023890	cirrhosis
CID000004595	CID000104865	C0013604	edema
CID000004595	CID000104865	C0016977	gall bladder
CID000004595	CID000104865	C0000731	abdominal distension
CID000004595	CID000104865	C0024299	lymphoma
CID000004595	CID000104865	C0000737	abdominal pain
CID000004595	CID000104865	C0013404	Difficulty breathing
CID000004595	CID000104865	C0002871	anaemia
CID000004595	CID000104865	C0086543	cataract
CID000004595	CID000104865	C0015672	Fatigue
CID000004595	CID000104865	C0011649	dermoid cyst
CID000004595	CID000104865	C0008350	cholelithiasis
CID000004595	CID000104865	C0149709	hepatitis B surface antigen positive
CID000004595	CID000104865	C0023798	lipoma
CID000004595	CID000104865	C0042963	emesis
CID000004595	CID000104865	C0243026	sepsis
CID000004595	CID000104865	C0008033	pleural pain
CID000004595	CID000104865	C0011991	diarrhea
CID000004595	CID000104865	C0019291	hernia hiatal
CID000004595	CID000104865	C0020541	portal hypertension
CID000004595	CID000104865	C0020598	Blood calcium decreased
CID000004595	CID000104865	C0015695	fatty liver
CID000004595	CID000104865	C0030312	bone marrow failure
CID000004595	CID000104865	C0030196	Extremity pain
CID000004595	CID000104865	C0235527	right heart failure
CID000004595	CID000104865	C0497156	Adenopathy
CID000004595	CID000104865	C0009319	colitis
CID000004595	CID000104865	C0080179	Spinal fracture
CID000004595	CID000104865	C0027497	nausea
CID000004595	CID000104865	C0003123	Anorexia
CID000004595	CID000104865	C0151970	esophageal ulcer
CID000004595	CID000104865	C0040822	tremor
CID000004595	CID000104865	C0003962	ascites
CID000004595	CID000104865	C0022658	disorder Renal
CID000004595	CID000104865	C0039070	Fainting
CID000004595	CID000104865	C0085584	encephalopathy
CID000004595	CID000104865	C0019193	hepatitis toxic
CID000004595	CID000104865	C0010692	Bladder inflammation
CID000004595	CID000104865	C0043096	loss of weight
CID000004595	CID000104865	C0009375	colon neoplasm
CID000004595	CID000104865	C0231218	Feeling unwell
CID000002666	CID000083786	C0008325	cholecystitis
CID000002666	CID000083786	C0004601	back injury
CID000002666	CID000083786	C0008320	cholecystectomies
CID000002666	CID000083786	C0016663	Bone Fracture Spontaneous
CID000002666	CID000083786	C0004604	Back Ache
CID000002666	CID000083786	C0034887	rectal polyp
CID000002666	CID000083786	C0012569	Diplopia
CID000002666	CID000083786	C0038002	enlarged spleen
CID000002666	CID000083786	C0039240	Supraventricular tachycardia
CID000002666	CID000083786	C0267596	haemorrhage rectum
CID000002666	CID000083786	C0020437	Blood Calcium Increased
CID000002666	CID000083786	C0015230	eruption
CID000002666	CID000083786	C0242528	azotaemia
CID000002666	CID000083786	C0009676	confusion
CID000002666	CID000083786	C0042029	Infection Urinary Tract
CID000002666	CID000083786	C0020538	High blood pressure
CID000002666	CID000083786	C0149801	urosepsis
CID000002666	CID000083786	C0392525	Nephrolithiasis
CID000002666	CID000083786	C1136085	monoclonal gammopathy
CID000002666	CID000083786	C0033774	itch
CID000002666	CID000083786	C0231807	Dyspnea exertional
CID000002666	CID000083786	C0042109	hive
CID000002666	CID000083786	C0002871	anaemia
CID000002666	CID000083786	C0003811	Arrhythmia
CID000002666	CID000083786	C0035222	Acute Respiratory Distress Syndrome
CID000002666	CID000083786	C0017160	gastroenteritis
CID000002666	CID000083786	C0008031	chest pain
CID000002666	CID000083786	C0851578	sleep disorder
CID000002666	CID000083786	C0017168	acid reflux
CID000002666	CID000083786	C0019291	hernia hiatal
CID000002666	CID000083786	C0042514	tachycardia ventricular
CID000002666	CID000083786	C0030196	Extremity pain
CID000002666	CID000083786	C0027497	nausea
CID000002666	CID000083786	C0600139	Carcinoma of Prostate
CID000002666	CID000083786	C0011206	acute brain syndrome
CID000002666	CID000083786	C0025323	heavy menstrual period
CID000002666	CID000083786	C0022658	disorder Renal
CID000002666	CID000083786	C0020625	blood sodium decreased
CID000002666	CID000083786	C0020621	hypokalaemia
CID000002666	CID000083786	C0149871	deep vein thromboses
CID000002666	CID000083786	C0006444	bursitis
CID000002666	CID000083786	C0015256	Excoriation
CID000002666	CID000083786	C0037199	Sinusitis
CID000002666	CID000083786	C0002962	angina
CID000002666	CID000083786	C0085614	Atrioventricular block first degree
CID000002666	CID000083786	C0344232	blurred vision
CID000002666	CID000083786	C0085610	sinus bradycardia
CID000002666	CID000083786	C0016204	flatulence
CID000002666	CID000083786	C0085619	orthopnea
CID000002666	CID000083786	C0428977	bradycardia
CID000002666	CID000083786	C0086769	panic attack
CID000002666	CID000083786	C0019112	haemorrhoids
CID000002666	CID000083786	C0013604	edema
CID000002666	CID000083786	C0004238	AFIB
CID000002666	CID000083786	C0020615	hypoglycaemia
CID000002666	CID000083786	C0012833	dizziness
CID000002666	CID000083786	C0004134	Ataxia
CID000002666	CID000083786	C0151436	allergic vasculitis
CID000002666	CID000083786	C0015469	facial palsy
CID000002666	CID000083786	C0020598	Blood calcium decreased
CID000002666	CID000083786	C0159877	ankle fracture
CID000002666	CID000083786	C0085680	hypochloraemia
CID000002666	CID000083786	C0031350	pharyngeal inflammation
CID000002666	CID000083786	C0015672	Fatigue
CID000002666	CID000083786	C0262613	renal mass
CID000002666	CID000083786	C0013221	drug toxicity NOS
CID000002666	CID000083786	C0032290	aspiration pneumonia
CID000002666	CID000083786	C1384666	Decreased hearing
CID000002666	CID000083786	C0023798	lipoma
CID000002666	CID000083786	C0037284	skin lesion
CID000002666	CID000083786	C0006277	bronchitis
CID000002666	CID000083786	C0016199	flank pain
CID000002666	CID000083786	C0017181	gastrointestinal bleed
CID000002666	CID000083786	C0034063	lung edema
CID000002666	CID000083786	C0006840	Candida Infection
CID000002666	CID000083786	C0020443	elevated cholesterol
CID000002666	CID000083786	C0010054	arteriosclerotic heart disease
CID000002666	CID000083786	C0033036	atrial ectopic beats
CID000002666	CID000083786	C0034065	Embolism pulmonary
CID000002666	CID000083786	C0022679	renal cyst
CID000002666	CID000083786	C0022408	arthropathy
CID000002666	CID000083786	C0018989	hemiparesis
CID000002666	CID000083786	C0016167	anal fissure
CID000002666	CID000083786	C0042769	Infection Viral
CID000002666	CID000083786	C0020040	hot flash
CID000002666	CID000083786	C0162529	colitis ischemic
CID000002666	CID000083786	C0042373	angiopathy
CID000002666	CID000083786	C0018099	gout
CID000002666	CID000083786	C0043094	weight gain
CID000002666	CID000083786	C0007642	cellulitis
CID000002666	CID000083786	C0011615	allergic dermatitis
CID000002666	CID000083786	C0009806	constipated
CID000002666	CID000083786	C0878544	Cardiomyopathy
CID000002666	CID000083786	C0006266	bronchial spasm
CID000002666	CID000083786	C0013384	abnormal movements
CID000002666	CID000083786	C0011053	deafness
CID000002666	CID000083786	C0158252	intervertebral disc disorder
CID000002666	CID000083786	C0235329	Small intestinal obstruction
CID000002666	CID000083786	C0018802	Cardiac decompensation
CID000002666	CID000083786	C0038362	mucositis oral
CID000002666	CID000083786	C0235896	lung infiltration
CID000002666	CID000083786	C0041582	ulcer
CID000002666	CID000083786	C0575081	Abnormal Gait
CID000002666	CID000083786	C0012813	diverticulitis
CID000002666	CID000083786	C0023418	Leukaemia
CID000002666	CID000083786	C0022661	Chronic Kidney Disease
CID000002666	CID000083786	C0009938	bruise
