STITCH_1,STITCH_2,Polypharmacy_Side_Effect,Side_Effect_Name,STITCH_1_encoded,STITCH_2_encoded,drug_interaction_score,drug_sum,drug_diff,severity,affected_system,side_effect_category,severity_encoded,system_encoded,category_encoded,has_severe_interaction
CID000003446,CID004183806,C0035258,Ekbom Syndrome,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0027709,nephrocalcinosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0344232,blurred vision,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0010200,Cough,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0018674,head injury,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0016204,flatulence,16,36,576,52,20,mild,other,other,0,0,6,0
CID000003446,CID004183806,C0003708,Arachnoiditis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0086769,panic attack,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020456,hyperglycaemia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0039103,synovitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020458,hyperhidrosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0012833,dizziness,16,36,576,52,20,mild,other,neurological,0,0,5,0
CID000003446,CID004183806,C0004134,Ataxia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0085680,hypochloraemia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0015672,Fatigue,16,36,576,52,20,mild,other,other,0,0,6,0
CID000003446,CID004183806,C0004153,Atherosclerosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0032290,aspiration pneumonia,16,36,576,52,20,moderate,other,respiratory,1,0,8,0
CID000003446,CID004183806,C0235946,cerebral atrophy,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0151786,muscle weakness,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0023798,lipoma,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0004093,asthenia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0042571,spinning sensation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0004096,asthma,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0028738,nystagmus,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0085624,burning sensation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0006277,bronchitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0029443,osteomyelitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0017181,gastrointestinal bleed,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0016059,fib,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0006840,Candida Infection,16,36,576,52,20,moderate,other,infectious,1,0,3,0
CID000003446,CID004183806,C0003635,apraxia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0019360,herpes zoster,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0080194,muscle strain,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0009421,coma,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0024115,Disorder Lung,16,36,576,52,20,moderate,other,respiratory,1,0,8,0
CID000003446,CID004183806,C0232726,Rectal Tenesmus,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0024117,chronic obstructive airway disease,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020040,hot flash,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0031117,neuropathy peripheral,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0010692,Bladder inflammation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0152128,drug withdrawal,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0037763,muscle spasm,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0042384,angiitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0043096,loss of weight,16,36,576,52,20,mild,other,other,0,0,6,0
CID000003446,CID004183806,C0027441,nasopharyngitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0002726,amyloidosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0034186,pyelonephritis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0009806,constipated,16,36,576,52,20,mild,other,gastrointestinal,0,0,1,0
CID000003446,CID004183806,C1510472,Drug addiction,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0033581,prostatitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0030554,Paraesthesia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0013384,abnormal movements,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0011053,deafness,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0015806,femoral neck fracture,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0037672,sleep walking,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0015802,femur fracture,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0018800,cardiac enlargement,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C0018802,Cardiac decompensation,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C1136085,monoclonal gammopathy,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0151908,dry skin,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0235896,lung infiltration,16,36,576,52,20,moderate,other,respiratory,1,0,8,0
CID000003446,CID004183806,C0031212,Personality disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0022661,Chronic Kidney Disease,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0152031,joint swelling,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0009938,bruise,16,36,576,52,20,mild,other,other,0,0,6,0
CID000003446,CID004183806,C0008767,Scar,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0009241,cognitive disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0018799,cardiac disease,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C0242362,Intervertebral Disc Herniation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0497327,amentia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0013395,dyspepsia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0037199,Sinusitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0030794,pain pelvic,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0085649,edema extremities,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0019557,hip fracture,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0311394,difficulty in walking,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0030319,panic disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0575090,balance disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0018817,atrial septal defect,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C1510475,diverticulosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0011168,deglutition disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0039503,Tendinitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0040264,tinnitus,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0006144,Breast cyst,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0003123,Anorexia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0002940,aneurysm,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0178879,obstructive uropathy,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0037284,skin lesion,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0042267,Colpitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0026946,fungal disease,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0013144,drowsiness,16,36,576,52,20,mild,other,other,0,0,6,0
CID000003446,CID004183806,C0021311,infection,16,36,576,52,20,moderate,other,infectious,1,0,3,0
CID000003446,CID004183806,C0152029,nasal sinus congestion,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0221245,Rhagades,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0013362,dysarthria,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0011991,diarrhea,16,36,576,52,20,mild,other,gastrointestinal,0,0,1,0
CID000003446,CID004183806,C1442903,bone spur,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0002622,Amnesia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0040822,tremor,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0030305,pancreatitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0002103,allergic rhinitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0029882,otitis media,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0518988,dental abscess,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0023518,leucocytosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0016807,intestinal functional disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0026769,multiple sclerosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0043144,wheeze,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0011175,dehydration,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0398353,Hypoventilation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0000737,abdominal pain,16,36,576,52,20,moderate,other,gastrointestinal,1,0,1,0
CID000003446,CID004183806,C0007785,cerebral infarct,16,36,576,52,20,severe,other,other,2,0,6,1
CID000003446,CID004183806,C0043094,weight gain,16,36,576,52,20,mild,other,other,0,0,6,0
CID000003446,CID004183806,C0015732,faecal incontinence,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020651,Hypotension Orthostatic,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0750426,increased white blood cell count,16,36,576,52,20,moderate,other,hematological,1,0,2,0
CID000003446,CID004183806,C0851578,sleep disorder,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0917801,insomnia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0007286,carpal tunnel,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0243026,sepsis,16,36,576,52,20,severe,other,infectious,2,0,3,1
CID000003446,CID004183806,C0036439,Scoliosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0042963,emesis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0003467,Anxiety,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0262385,autonomic instability,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0018932,haematochezia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0520474,aseptic necrosis bone,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0021141,ADH inappropriate,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0442874,neuropathy,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0149725,Chest infection,16,36,576,52,20,moderate,other,infectious,1,0,3,0
CID000003446,CID004183806,C0005826,blood pressure abnormal,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C0000833,abscess,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0041657,loss of consciousness,16,36,576,52,20,severe,other,other,2,0,6,1
CID000003446,CID004183806,C0038663,attempted suicide,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0003862,Aching joints,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0497247,arterial pressure NOS increased,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0700594,radiculopathy,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C1527344,dysphonia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0037928,myelopathy,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0231218,Feeling unwell,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0003864,arthritis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020649,arterial pressure NOS decreased,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0025222,black stools,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0013428,dysuria,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0042384,angiitis,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0038454,apoplexy,24,11,264,35,13,severe,other,other,2,0,6,1
CID000004107,CID000004917,C0041834,erythema,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0015230,eruption,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0085635,flashing lights,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0033581,prostatitis,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0030554,Paraesthesia,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0038663,attempted suicide,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0027404,narcolepsy,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0015967,body temperature increased,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0038436,post traumatic stress disorder,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0235329,Small intestinal obstruction,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0016204,flatulence,24,11,264,35,13,mild,other,other,0,0,6,0
CID000004107,CID000004917,C0014868,esophagitis,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0040034,thrombocytopenia,24,11,264,35,13,severe,other,hematological,2,0,2,1
CID000004107,CID000004917,C0019158,hepatitis,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0027769,nervous tension,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0030193,Pain,24,11,264,35,13,moderate,other,pain,1,0,7,0
CID000004107,CID000004917,C0042029,Infection Urinary Tract,24,11,264,35,13,moderate,other,infectious,1,0,3,0
CID000004107,CID000004917,C0017160,gastroenteritis,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0042963,emesis,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0019112,haemorrhoids,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0027947,Neutropenia,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0042024,Incontinence,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0020538,High blood pressure,24,11,264,35,13,moderate,other,cardiovascular,1,0,0,0
CID000004107,CID000004917,C0035317,retinal bleeding,24,11,264,35,13,moderate,other,hematological,1,0,2,0
CID000004107,CID000004917,C0011175,dehydration,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0028084,nightmare,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0012833,dizziness,24,11,264,35,13,mild,other,neurological,0,0,5,0
CID000004107,CID000004917,C0151827,eye pain,24,11,264,35,13,moderate,other,pain,1,0,7,0
CID000004107,CID000004917,C0000731,abdominal distension,24,11,264,35,13,mild,other,gastrointestinal,0,0,1,0
CID000004107,CID000004917,C0000737,abdominal pain,24,11,264,35,13,moderate,other,gastrointestinal,1,0,1,0
CID000004107,CID000004917,C0342579,Electrolyte disorder,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0021400,flu,24,11,264,35,13,mild,other,other,0,0,6,0
CID000004107,CID000004917,C0043352,aptyalism,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0002871,anaemia,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0030446,adynamic ileus,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0024103,Breast Lump,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0015672,Fatigue,24,11,264,35,13,mild,other,other,0,0,6,0
CID000004107,CID000004917,C0232492,abdominal pain upper,24,11,264,35,13,moderate,other,gastrointestinal,1,0,1,0
CID000004107,CID000004917,C0003504,aortic regurgitation,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C1384666,Decreased hearing,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0002940,aneurysm,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0917801,insomnia,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0344232,blurred vision,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0008031,chest pain,24,11,264,35,13,moderate,other,cardiovascular,1,0,0,0
CID000004107,CID000004917,C0039239,sinus tachycardia,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0011991,diarrhea,24,11,264,35,13,mild,other,gastrointestinal,0,0,1,0
CID000004107,CID000004917,C0034212,pyoderma,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0026267,mitral valve prolapse,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0040264,tinnitus,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0003467,Anxiety,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0016053,fibromyalgia,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0040822,tremor,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0700594,radiculopathy,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0030252,palpitation,24,11,264,35,13,moderate,other,other,1,0,6,0
CID000004107,CID000004917,C0024121,lung neoplasms,24,11,264,35,13,moderate,other,respiratory,1,0,8,0
